Ministry/Entity;Buyer;Project Code;Code Nom;State Nom;Organisation;PerimGeo;Region;Date ;Duration;Montant prévisionnel HT (toutes périodes de reconduction incluses);Execution %;Exceution date
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Metz;CPE Mourmelon;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;GRAND EST;2021T4;48;entre 10 MEuros et 100 MEuros;60%;17/10/2021
Plateformes régionales des achats de l'Etat;PFRA AUVERGNE RHONE ALPES;Prestation de numérisation (tout type);33.04.08;Prestation de numérisation (tout type);Interministériel;Régional ou infra;AUVERGNE RHONE ALPES;2020T1;48;entre 100 KEuros et 1 MEuros;93%;3/1/2020
Plateformes régionales des achats de l'Etat;PFRA AUVERGNE RHONE ALPES;Services de traduction, interprète;40.01.11;Services de traduction, interprète;Interministériel;Régional ou infra;AUVERGNE RHONE ALPES;2020T4;48;entre 100 KEuros et 1 MEuros;22%;12/12/2020
Plateformes régionales des achats de l'Etat;PFRA AUVERGNE RHONE ALPES;Formation HSCT;40.02.04;Formation HSCT;Interministériel;Régional ou infra;AUVERGNE RHONE ALPES;2019T1;48;entre 100 KEuros et 1 MEuros;93%;17/1/2019
Plateformes régionales des achats de l'Etat;PFRA AUVERGNE RHONE ALPES;Prestations de restauration collective;41.04.01;Prestations de restauration collective;Interministériel;Régional ou infra;AUVERGNE RHONE ALPES;2019T4;48;entre 1 MEuros et 10 MEuros;90%;5/10/2019
Plateformes régionales des achats de l'Etat;PFRA AUVERGNE RHONE ALPES;Contrat de maintenance multi-techniques;37.05.02;Contrat de maintenance multitechniques;Interministériel;Régional ou infra;AUVERGNE RHONE ALPES;2020T3;48;entre 1 MEuros et 10 MEuros;39%;5/9/2020
Plateformes régionales des achats de l'Etat;PFRA BOURGOGNE FRANCHE COMTE;SUPPORT ET MAINTENANCE MATERIEL IT (autocommutateurs);33.03.07;SUPPORT ET MAINTENANCE MATERIEL IT;Interministériel;Régional ou infra;BOURGOGNE FRANCHE COMTE;2019T2;48;entre 100 KEuros et 1 MEuros;65%;22/5/2019
Plateformes régionales des achats de l'Etat;PFRA BOURGOGNE FRANCHE COMTE;Prestation d'assistance à maîtrise d'ouvrage (AMOA);36.04.01;Prestation d'assistance à maîtrise d'ouvrage (AMOA);Interministériel;Régional ou infra;BOURGOGNE FRANCHE COMTE;2019T4;48;entre 100 KEuros et 1 MEuros;11%;11/11/2019
Plateformes régionales des achats de l'Etat;PFRA BOURGOGNE FRANCHE COMTE;Nettoyage courant (bureau, hôtellerie, plonge) (vague 2);37.01.01;Nettoyage courant (bureau, hôtellerie, plonge);Interministériel;Régional ou infra;BOURGOGNE FRANCHE COMTE;2020T2;48;entre 1 MEuros et 10 MEuros;17%;20/5/2020
Plateformes régionales des achats de l'Etat;PFRA BRETAGNE;Prestation de montage d'exposition (scénographie);38.02.03;Prestation de montage d'exposition (scénographie);Interministériel;Régional ou infra;BRETAGNE;2019T4;48;entre 100 KEuros et 1 MEuros;10%;14/12/2019
Plateformes régionales des achats de l'Etat;PFRA BRETAGNE;Collecte, traitement déchet non dang, yc déchets indus banals;41.06.01;Collect, traitement déchet non dang, yc déchets indus banals;Interministériel;Régional ou infra;BRETAGNE;2020T1;48;entre 1 MEuros et 10 MEuros;13%;9/3/2020
Plateformes régionales des achats de l'Etat;PFRA BRETAGNE;Création conception supports de communication;38.02.01;Création conception supports de communication;Interministériel;Régional ou infra;BRETAGNE;2019T4;48;entre 100 KEuros et 1 MEuros;25%;5/12/2019
Plateformes régionales des achats de l'Etat;PFRA BRETAGNE;Frais représentation;38.02.09;Frais représentation;Interministériel;Régional ou infra;BRETAGNE;2019T4;48;entre 100 KEuros et 1 MEuros;52%;17/12/2019
Plateformes régionales des achats de l'Etat;PFRA BRETAGNE;Frais hôtels et hébergement;35.03.07;Frais hôtels et hébergement;Interministériel;Régional ou infra;BRETAGNE;2019T4;48;entre 1 MEuros et 10 MEuros;72%;19/10/2019
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Rennes;14NN148 - COETQUIDAN (56) - Travaux d'entretien, de réparation et d'aménagement des voiries dans les immeubles militaires de l'Unité de Soutien de l'Infrastructure de la Défense de Vannes-Coëtquidan;37.02.09;Maintenance de voierie et réseaux divers (VRD), hors route;Ministériel;Régional ou infra;BRETAGNE;2018T4;48;entre 1 MEuros et 10 MEuros;81%;6/11/2018
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Rennes;15NN142 - GUER (56) - Camp de Coëtquidan -exploitation et de maintenance multi-technique de la base de défense de Vannes Coëtquidan - Lot n° 2 : Electricité;37.05.02;Contrat de maintenance multitechniques;Ministériel;Régional ou infra;BRETAGNE;2019T4;48;entre 100 KEuros et 1 MEuros;82%;15/12/2019
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Rennes;Maintenance d'un système de télérelève des consommations d'énergie et de fluides.;37.02.01;Maintenance instal électr (courant faible et fort, HT-BT);Ministériel;Inter-régionnal;BRETAGNE;2018T4;48;entre 1 MEuros et 10 MEuros;39%;7/12/2018
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;441824 - ISTRES - BA125 - construction d'un cynogroupe (travaux);36.02.02;Travaux de rénovation bâtiment (yc bâtiments historiques);Ministériel;Régional ou infra;PACA;2021T4;12;entre 1 MEuros et 10 MEuros;22%;5/10/2021
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;445491 - ISTRES - BA 125 - Mise en place de barrières anti souffle;36.02.02;Travaux de rénovation bâtiment (yc bâtiments historiques);Ministériel;Régional ou infra;PACA;2018T4;12;entre 1 MEuros et 10 MEuros;95%;8/11/2018
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;443679 - AUBAGNE - CASERNE VIENOT - 1ER RE - AUBAGNE (13) - CASERNE VIENOT - 1ER REGIMENT ETRANGER -- Bât 015 - Rénovation du BCC - GR - liée à ID 24619 Logement BCC 15 (42 places) MOUP;36.02.02;Travaux de rénovation bâtiment (yc bâtiments historiques);Ministériel;Régional ou infra;PACA;2019T3;12;entre 1 MEuros et 10 MEuros;71%;10/8/2019
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;445143 - MIRAMAS - 4EME RMAT - Raccordement réseaux eaux usées zone vie sur réseau de la ville;36.02.02;Travaux de rénovation bâtiment (yc bâtiments historiques);Ministériel;Régional ou infra;PACA;2020T2;12;entre 100 KEuros et 1 MEuros;35%;10/4/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;NON CREE - SALON DE PROVENCE - BA 701 - Rénovation du réseau d'assainissement;36.02.02;Travaux de rénovation bâtiment (yc bâtiments historiques);Ministériel;Régional ou infra;PACA;2020T4;12;entre 100 KEuros et 1 MEuros;51%;17/12/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;448444 - 018 AC LAUDUN 1 REG - STAND B6 Adaptation contrainte/réglementation ST/CT ECI EMZD Lyon;36.02.04;Travaux de mise aux normes bâtiment;Ministériel;Régional ou infra;PACA;2018T4;12;entre 100 KEuros et 1 MEuros;57%;15/12/2018
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;450433 - 018 AC MONTFERRAT - CANJUERS - Ferme VILLARS - Bivouac 50 pl - Remise en état de la ferme;36.02.02;Travaux de rénovation bâtiment (yc bâtiments historiques);Ministériel;Régional ou infra;PACA;2018T4;12;entre 100 KEuros et 1 MEuros;54%;21/10/2018
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;445034 - 018 AC GAP 4 RCH GUILLAUME Installation technique pour accueil VBMR - INFRA SCORPION étape 1;36.02.01;Travaux construction bâtiment neuf;Ministériel;Régional ou infra;PACA;2018T4;16;entre 1 MEuros et 10 MEuros;14%;2/11/2018
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;449163 - 017 ML ISTRES DGA Ev Remplact dernière chaudière - 2 T+ rénov sous station suite à audit;36.02.02;Travaux de rénovation bâtiment (yc bâtiments historiques);Ministériel;Régional ou infra;PACA;2018T4;12;entre 100 KEuros et 1 MEuros;89%;17/10/2018
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;BDD DRAGUIGNAN (83) - MBC pour l'exécution de travaux d'entretien et d'adaptation mineure tous corps d'état LOT 2 :  dépts 83 et 06 (zone de beuil) menuiseries extérieures, vitrerie et miroiterie, stores et fermetures, métallerie;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;PACA;2019T3;48;entre 100 KEuros et 1 MEuros;71%;18/7/2019
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;BDD DRAGUIGNAN (83) - MBC pour l'exécution de travaux d'entretien et d'adaptation mineure tous corps d'état LOT 3 : dépts 83 et 06 (zone de beuil) menuiseries et aménagements intérieurs;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;PACA;2019T3;48;entre 100 KEuros et 1 MEuros;85%;9/7/2019
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;MBC pour l'exécution de travaux d'entretien et d'adaptations mineurs tous corps d'état - BDD GAP - départements des hautes alpes et alpes de haute provence LOT 5 : revêtement de sols et murs - carrelages et faïence;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;PACA;2020T3;48;entre 1 MEuros et 10 MEuros;91%;26/9/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;Marché subséquent à l'AC MCO - mise à hauteur exceptionnelle (MHE) des systèmes de sécurité des sites de la direction générale de l'armement (DGA);37.02.12;Maintenance instal matériel de sécurité (accès, alarme);Ministériel;Régional ou infra;PACA;2020T1;48;entre 100 KEuros et 1 MEuros;20%;12/3/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;440846 445695 - ST CHRISTOL - CASERNE MARECHAL KOENIG - 2eme REG - Installation technique pour accueil VBMR SCORPION (MOP);36.02.02;Travaux de rénovation bâtiment (yc bâtiments historiques);Ministériel;Régional ou infra;OCCITANIE;2018T4;12;entre 100 KEuros et 1 MEuros;90%;27/11/2018
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;445529 - CARCASSONNE - QUARTIER LAPERRINE - REHABILITATION DU CMA - rénovation de l'antenne de Carcassonne;36.02.02;Travaux de rénovation bâtiment (yc bâtiments historiques);Ministériel;Régional ou infra;OCCITANIE;2019T1;12;entre 1 MEuros et 10 MEuros;32%;13/1/2019
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;445095 - NIMES - quartier El Parras (ex BAN NIMES GARONS) - Mise aux normes de la STEP;36.02.04;Travaux de mise aux normes bâtiment;Ministériel;Régional ou infra;OCCITANIE;2020T4;12;entre 100 KEuros et 1 MEuros;17%;4/12/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;440502 - SOLENZARA - BA126 - DEA SOLENZARA - Construction d'un atelier NTI1+;36.02.02;Travaux de rénovation bâtiment (yc bâtiments historiques);Ministériel;Régional ou infra;CORSE;2020T4;12;entre 1 MEuros et 10 MEuros;26%;20/10/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;445492 - SOLENZARA - BA126 - Adaptation des locaux de l'escadron de protection;36.02.02;Travaux de rénovation bâtiment (yc bâtiments historiques);Ministériel;Régional ou infra;CORSE;2020T4;12;entre 1 MEuros et 10 MEuros;49%;1/12/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;442548 444491 - VALENCE (26) – Quartier BAQUET – 1er RS – Création d’une zone entrainement TIOR et multi-sport AMO conduite d'opération;36.02.01;Travaux construction bâtiment neuf;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2019T4;12;entre 100 KEuros et 1 MEuros;67%;11/11/2019
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;440369 - 014 AC POLEYMIEUX BA 942 - Création d'un bouclage HT;36.02.01;Travaux construction bâtiment neuf;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2018T4;12;entre 100 KEuros et 1 MEuros;70%;6/10/2018
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;MBC pour l'exécution de travaux d'entretien et d'adaptations mineurs tous corps d'état - BDD GAC - département de haute savoie LOT 4 : peinture;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2020T4;48;entre 100 KEuros et 1 MEuros;99%;7/11/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;MBC pour l'exécution de travaux d'entretien et d'adaptations mineurs tous corps d'état - BDD GAC - département de haute savoie LOT 6 : étanchéité - charpente - couverture;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2020T4;48;entre 1 MEuros et 10 MEuros;73%;10/10/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;MBC pour l'exécution de travaux d'entretien et d'adaptations mineurs tous corps d'état - BDD GAC - département de la SAVOIE LOT 8 : électricité;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2020T3;48;entre 100 KEuros et 1 MEuros;35%;5/8/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;MBC pour l'exécution de travaux d'entretien et d'adaptations mineurs tous corps d'état - BDD GAC - département de la SAVOIE LOT 5 : revêtement de sols et murs - carrelages et faïence;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2020T4;48;entre 1 MEuros et 10 MEuros;51%;22/10/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;Marché à bons de commande pour l'exécution de travaux d'entretien et d'adaptation mineure tous corps d'états - BDD VALENCE - Antenne de Valence de l'USID de LYON - Départements de la Drôme et de l'Ardèche MARCHE 2 : MENUISERIE EXTERIEURE, VITRERIE ET MIROITERIE, STORES ET FERMETURES ET METALLERIE;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2020T3;48;entre 1 MEuros et 10 MEuros;18%;7/7/2020
